Region,Country,City,Organisation,Prospect Category,HQ / Primary Geography,Address / Office Location,Family / Founder / Strategic Nature,Known Sector Themes,TBP / Regional Corridor Relevance,Possible TBP Entry Point,Recommended Contact Route,Assigned Lead,Family Office Fit (20),Permanent Capital (20),Sector Alignment (20),Governance Mindset (15),Strategic Adjacency (15),Engagement Readiness (10),Total Score,Classification,Priority,Pipeline Stage,Scoring Status,Public Source URLs,Notes / Diligence Flags,Email address,Contact Email Status,Contact Email Source URLs,Contact Email Notes,Contact Enrichment Date,Source File,Alternate Names
Central Asia,Kazakhstan,Astana,Kazakhstan Temir Zholy (KTZ),National rail and logistics operator,Astana,,State rail operator,"Rail, logistics, multimodal transport","Core corridor operator between Uzbekistan, Kazakhstan and Caspian links",Operational corridor coordination,Official institutional route,Valeriya,7,18,20,13,15,6,79,Strong Potential Prospect,Medium-High,,,https://www.railways.kz/,"Not investor, but essential corridor stakeholder.",KensePP@railways.kz,,,,,TBP_UZ-KZ_Independent_Corridor_Investor_Longlist.xlsx,
Central Asia,Kazakhstan,Astana,Kazakh Invest,Investment promotion agency,Astana,,Government investment agency,"FDI attraction, investment support",Introduction gateway for foreign capital into corridor opportunities,Government relations / investor introduction route,Official agency route,Valeriya,6,15,16,13,12,8,70,Strong Potential Prospect,Medium-High,,,https://invest.gov.kz/,Not investor; useful engagement pathway.,info@invest.gov.kz,,,,,TBP_UZ-KZ_Independent_Corridor_Investor_Longlist.xlsx,
Central Asia,Kazakhstan,Almaty,Almaty Industrial Zone / industrial parks ecosystem,Industrial zone / corridor node,Almaty,,Industrial-zone platform,"Manufacturing, warehousing, industrial development",Almaty as commercial/logistics node for Uzbekistan-Kazakhstan corridor,Industrial-zone partnership and site pipeline,Government/zone administration,Valeriya,6,13,17,11,12,6,65,Strong Potential Prospect,Medium-High,,,https://almaty-spk.kz/,Not investor; useful for project pipeline mapping.,Info@Indzone.kz,,,,,TBP_UZ-KZ_Independent_Corridor_Investor_Longlist.xlsx,
North America,United States,UK / US (dual base),Ceniarth LLC,Single-family office / impact-focused LP,UK / US (dual base),,Isenberg family office; impact-first investment philosophy with $500M+ portfolio across global emerging markets,Impact investing / emerging markets finance; Climate / clean energy; Fintech / financial inclusion; Africa-linked capital,"Most active family office LP in Africa funds globally; backed Capria, Lendable (Africa fintech lending), Acre Impact Capital and Camco REPP 2 (African energy)","Family Office Circle; warm introduction via shared Africa fund managers (Capria, Lendable, Acre)",Website / adviser route / warm introduction via shared Africa fund managers,Alaba Oginni,18,17,18,14,14,7,88,Priority Founding Steward Prospect,High,Identified,Indicative scored – review required,https://ceniarthllc.com,Confirm UK vs US primary entity structure before outreach. Most active Africa family office LP — verify latest portfolio and engagement bandwidth.,,No public contact email – use website route,,Use website contact form or warm introduction route,7/17/2026,Manually verified by Alaba Oginni – Africa LP list,Ceniarth
North America,United States,"Cambridge, Massachusetts",Blue Haven Initiative,Single-family office / impact-focused LP,"Cambridge, Massachusetts",,Pritzker Simmons family office; dedicated Sub-Saharan Africa mandate with long-horizon impact capital deployment,Impact investing / Sub-Saharan Africa; Fintech / financial inclusion; Healthcare / life sciences; Off-grid energy,"Dedicated Sub-Saharan Africa mandate; LP portfolio includes M-KOPA (Kenya), PEG Africa, Field Intelligence (Nigeria) and TIBU Health (Kenya)",Family Office Circle; Sub-Saharan Africa mandate alignment; warm introduction via shared Africa fund managers,Website / adviser route / warm introduction via shared Africa impact fund managers,Alaba Oginni,18,17,18,14,14,7,88,Priority Founding Steward Prospect,High,Identified,Indicative scored – review required,https://bluehaveninitiative.com,Pritzker Simmons family; Sub-Saharan Africa mandate confirmed. Verify current engagement capacity before outreach.,,No public contact email – use website route,,Use website contact form or warm introduction route,7/17/2026,Manually verified by Alaba Oginni – Africa LP list,Blue Haven
North America,United States,Washington DC,Gates Ventures,Single-family office / private investment vehicle,Washington DC,,Bill Gates personal family office; global long-horizon investment mandate with Africa emerging market and technology exposure,Impact investing / global health; Technology / digital infrastructure; Emerging markets; Agricultural technology; Africa emerging markets,"LP in Capria Fund II; Africa portfolio includes MAX (Nigeria), Helium Health, SeamlessHR and Moniepoint; alignment with TBP Africa-linked technology and infrastructure themes",Family Office Circle; corridor-linked capital; warm introduction only via shared fund manager relationships (Capria),Warm introduction route only — approach via shared Africa fund manager relationships (Capria). Do not cold-contact.,Alaba Oginni,17,17,17,14,13,6,84,Priority Founding Steward Prospect,High,Identified,Indicative scored – review required,https://gatesventures.com,High-profile family office; approach only via warm introduction or shared fund manager relationships. Enhanced due diligence recommended. Do not cold-contact.,,No public contact email – warm introduction only,,Warm introduction only – do not cold-contact,7/17/2026,Manually verified by Alaba Oginni – Africa LP list,Gates family office
United Kingdom & Europe,Ireland,Dublin,Small Foundation,Family foundation / impact-focused LP,Dublin,,Sherwin family; dedicated Sub-Saharan Africa focus through philanthropic capital and LP investment in emerging African fund managers,Impact investing / Sub-Saharan Africa; Alternative credit / working capital; Emerging fund managers; Africa private capital,Sub-Saharan Africa focus; partners with Moremi Capital Management to provide working capital and LP capital for emerging African fund managers,Family Office Circle; Sub-Saharan Africa mandate alignment; warm introduction via Moremi Capital Management,Website / foundation route / warm introduction via Moremi Capital Management,Alaba Oginni,15,15,16,13,12,6,77,Strong Potential Prospect,High,Identified,Indicative scored – review required,https://small.foundation,Family foundation structure (not SFO); verify LP deployment capacity vs grant-only approach. Sub-Saharan Africa mandate confirmed.,,No public contact email – use website route,,Use website contact form or warm introduction via Moremi Capital,7/17/2026,Manually verified by Alaba Oginni – Africa LP list,Small.foundation; Sherwin family foundation
North America,United States,"Portland, Oregon",The Lemelson Foundation,Family foundation / impact LP,"Portland, Oregon",,"Jeremy Lemelson inventor family foundation; innovation-focused philanthropy and impact LP investing across Africa, Asia and Latin America",Impact investing / innovation; Emerging markets; Africa / Asia / Latin America; Technology / invention; First-time fund managers,"LP in Capria Accelerator Fund backing first-time fund managers across Africa (including Zimbabwe and Uganda), Asia and Latin America",Family Office Circle; corridor-linked capital; warm introduction via Capria,Website / foundation route / warm introduction via Capria,Alaba Oginni,14,14,15,12,12,6,73,Strong Potential Prospect,Medium-High,Identified,Indicative scored – review required,https://lemelson.org,Family foundation (not SFO); verify current LP deployment capacity and Africa focus within broader global mandate.,,No public contact email – use website route,,Use website contact form or warm introduction via Capria,7/17/2026,Manually verified by Alaba Oginni – Africa LP list,Lemelson Foundation; Jerome Lemelson Foundation
Africa,Kenya,Nairobi,Chandaria Group / Chandaria Investment Vehicle,Strategic Anchor Family Capital,Nairobi,Nairobi,"Mahesh, Darshan & Neer Chandaria","Manufacturing, real estate, venture/private capital, solar, industrials",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Darshan Chandaria — Group CEO / investment vehicle,Official corporate route / info@chandaria.com | +254 723 414 172,Tharushi / Capital Advisory Team,16,17,15,11,7,10,76,Strong Potential Prospect,Priority,Identified,Indicative scored – review required,www.chandaria.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$250M+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",info@chandaria.com,Official/public email - verify before outreach,www.chandaria.com/,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Sameer Group / Sameer Investments,Strategic Anchor Family Capital,Nairobi,Nairobi,Zarina Naushad Merali family; Sameer Merali,"Agribusiness, manufacturing, real estate, energy, industrials",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,"Sameer Merali — CEO, Sameer Investments",Official group route,Tharushi / Capital Advisory Team,18,17,0,11,0,9,55,Monitor / Secondary Prospect,Priority,Identified,Indicative scored – review required,sameer-group.co.ke/about-us/management/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$250M+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,,Kenyatta Family Investment Interests,Strategic Anchor Family Capital,Kenya,Kenya,Kenyatta family,"Agriculture, dairy, banking, real estate, hospitality, private investments",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Family investment office / principal's office,Official corporate route via relevant operating investment,Tharushi / Capital Advisory Team,18,19,20,8,4,7,76,Strong Potential Prospect,Priority,Identified,Indicative scored – review required,www.brookside.co.ke/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$500M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Ndegwa Family / NCBA-related Investments,Strategic Anchor Family Capital,Nairobi,Nairobi,Andrew S. M. Ndegwa; James P. M. Ndegwa,"Banking, financial services, investment holdings, real assets",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Family investment interests / NCBA investor relations,Official NCBA investor route,Tharushi / Capital Advisory Team,18,17,0,13,11,9,68,Strong Potential Prospect,Priority,Identified,Indicative scored – review required,ncbagroup.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$250M+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,I&M Shah Family Investment Interests,Strategic Anchor Family Capital,Nairobi,Nairobi,Suresh Raja Shah; Sarit & Sachit Shah,"Banking, real estate, private investments",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Sarit Raja-Shah — Group Executive Director / family investment interests,Official I&M corporate route,Tharushi / Capital Advisory Team,18,17,19,11,9,9,83,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,www.imbankgroup.com/ke/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$250M+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Kirubi Family / Estate Investment Interests,Strategic Anchor Family Capital,Nairobi,Nairobi,Estate of Dr Christopher J. Kirubi / family,"Private equity, real estate, media, industrials",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Family / Estate investment representatives; Centum investor route,Official corporate route / Investor relations: investorelations@centum.co.ke,Tharushi / Capital Advisory Team,18,17,9,8,1,10,63,Monitor / Secondary Prospect,Priority,Identified,Indicative scored – review required,centum.co.ke/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$250M+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",investorelations@centum.co.ke,Official/public email - verify before outreach,centum.co.ke/,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,Centum Investment Company
Africa,Kenya,Nairobi,Equity / James Mwangi Family Interests,Strategic Anchor Family Capital,Nairobi,Nairobi,Dr James Mwangi family,"Financial services, impact, agriculture, enterprise, real assets",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Dr James Mwangi / family investment interests,Official Equity corporate route,Tharushi / Capital Advisory Team,18,14,1,8,1,7,49,Not Suitable Prospect,Priority,Identified,Indicative scored – review required,equitygroupholdings.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$100M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,,JN Family Office / JN Capital,Major Family Office / Founder-Led Conglomerate,Kenya,Kenya / USA,Ngaruiya family,"Private equity, healthcare, real estate, capital management, farming",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,JN Capital / Family Office investment team,Official family-office route,Tharushi / Capital Advisory Team,18,8,0,8,0,9,43,Not Suitable Prospect,High,Identified,Indicative scored – review required,jnfamilyoffice.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$50–250M+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Full Circle Africa,Major Family Office / Founder-Led Conglomerate,Nairobi,Nairobi / London / Mauritius,Vishal Agarwal,"Venture capital, commercial real estate, hospitality",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,"Vishal Agarwal — Founder, Chairman & CEO",Official corporate route,Tharushi / Capital Advisory Team,15,8,5,11,3,9,51,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,fullcircle.africa/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$50–250M+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Nabo Capital,Major Family Office / Founder-Led Conglomerate,Nairobi,Nairobi,Nabo leadership / family-linked investment platform,"Equities, fixed income, real estate, private instruments",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Pius Muchiri — MD & CEO / investment team,Official corporate route / invest@nabocapital.com | +254 709 368 700,Tharushi / Capital Advisory Team,17,14,5,11,7,10,64,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,nabocapital.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$100M+ represented capital) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",invest@nabocapital.com,Official/public email - verify before outreach,nabocapital.com/,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Tatu City / Rendeavour,Major Family Office / Founder-Led Conglomerate,Nairobi,Nairobi / Tatu City,Stephen Jennings / Rendeavour,"Urban infrastructure, industrial parks, real estate, SEZ",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Stephen Jennings — Founder & CEO / Investment & Development Team,Official corporate route,Tharushi / Capital Advisory Team,15,19,1,11,9,9,64,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,www.rendeavour.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$1B+ development platform) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Bidco Africa,Major Family Office / Founder-Led Conglomerate,Nairobi,Nairobi,Shah family / Vimal Shah,"FMCG, manufacturing, agriculture, energy, logistics",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Vimal Shah — Chairman / Group investment & strategy,Official corporate route,Tharushi / Capital Advisory Team,17,17,2,11,15,7,69,Strong Potential Prospect,High,Identified,Indicative scored – review required,www.bidcoafrica.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$250M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Devki Group,Major Family Office / Founder-Led Conglomerate,Nairobi,Nairobi / Ruiru,Narendra Raval family,"Steel, cement, manufacturing, energy, real estate",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Narendra Raval — Chairman / Group strategy,Official corporate route,Tharushi / Capital Advisory Team,17,17,0,11,3,7,55,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,devkigroupke.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$250M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Ramco Group Kenya,Major Family Office / Founder-Led Conglomerate,Nairobi,Nairobi,Ramesh / Ramco family interests,"Manufacturing, paper, engineering, real estate, technology",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Group CEO / Investment & Strategy,Official corporate route,Tharushi / Capital Advisory Team,17,8,0,11,3,7,46,Not Suitable Prospect,High,Identified,Indicative scored – review required,ramco-group.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$100–500M) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Comcraft Group Kenya,Major Family Office / Founder-Led Conglomerate,Nairobi,Nairobi / East Africa,Bhimji Depar Shah family / group,"Steel, aluminium, manufacturing, real estate, logistics",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Group investment / principal's office,Official corporate route,Tharushi / Capital Advisory Team,17,17,0,8,4,7,53,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,www.comcraftgroup.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$250M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,WPP Scangroup / corporate family interests,Major Family Office / Founder-Led Conglomerate,Nairobi,Nairobi,East African private shareholders,"Media, technology, marketing, digital",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Investor Relations / Corporate Development,Official corporate route,Tharushi / Capital Advisory Team,17,14,12,13,15,5,76,Strong Potential Prospect,High,Identified,Indicative scored – review required,scangroup.biz/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$100M+) and confidence rating (Medium) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Mwananchi Holdings / Nation-related private capital,Major Family Office / Founder-Led Conglomerate,Nairobi,Nairobi,Nation-linked shareholder interests,"Media, technology, real estate, investments",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Corporate Development / Investor Relations,Official corporate route,Tharushi / Capital Advisory Team,15,14,19,13,4,5,70,Strong Potential Prospect,High,Identified,Indicative scored – review required,www.nationmedia.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$100M+) and confidence rating (Medium) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Asiri Capital Management,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,Asiri Africa leadership,"Multi-family office, wealth management, administration, global/local assets",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Investment / Wealth Management Team,+254 20 243 6529 | official contact route,Tharushi / Capital Advisory Team,14,8,7,6,9,9,53,Monitor / Secondary Prospect,Medium-High,Identified,Indicative scored – review required,asiricapital.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$50–250M represented) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Waugh McDonald Wealth Management,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,Richard Waugh / John McDonald,"Family wealth, investment governance, cross-border planning",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,Richard Waugh / John McDonald — Partners,Official corporate route,Tharushi / Capital Advisory Team,14,8,1,6,7,9,45,Not Suitable Prospect,Medium-High,Identified,Indicative scored – review required,www.waughmcdonald.co.ke/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$25–100M represented) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,Nairobi,Me & Eva Multi-Family Office,Established MFO / Investment Platform / Capital Gateway,Nairobi,Nairobi,Management team,"Wealth strategy, real estate, family governance, succession",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,MFO leadership / investment team,Official LinkedIn/company route,Tharushi / Capital Advisory Team,17,8,9,6,9,7,56,Monitor / Secondary Prospect,Medium-High,Identified,Indicative scored – review required,ke.linkedin.com/company/me-eva-mfo,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (Emerging / represented family capital) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,Kenya,,The Family Office Africa,Established MFO / Investment Platform / Capital Gateway,Kenya,Pan-African,MFO leadership,"Succession, wealth transfer, trusts, governance, strategic solutions",East Africa trade corridor; Nairobi capital and logistics gateway; relevant to the TBP Kenya Neutral Trade Corridor Project (Lamu-Mombasa-Nairobi-Kisumu-JKIA).,MFO leadership / investment relationship team,Official corporate route,Tharushi / Capital Advisory Team,17,8,12,6,15,7,65,Strong Potential Prospect,Medium-High,Identified,Indicative scored – review required,thefamilyofficeafrica.com/,"Screening-stage intelligence from TBP Kenya country intelligence report; estimated capacity (US$50–250M represented) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Kenya_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
